utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,svalm2,haednr,fjibmhl,top_floor,two_storey,storeys_3,lyftuhus,age_studull,bath_fixtures,fjbilsk,lodpflm,innig_factor,nybygging,fjarmalastofnunselur,hverfi,gata
6/21/2019,119000,117576,1200,"173,3",0,0,0,0,"11,8","90,9",6,15,1,0,0,1,1,4,2,"162,5",1,1,0,320,44
6/13/2019,35200,35084,1200,"64,9",0,0,0,0,0,"11,4",2,18,0,0,0,0,39,2,0,123,"1,04",0,0,320,0
6/22/2019,38900,38893,1200,"97,4",0,0,0,0,0,"15,6",3,49,0,0,0,1,40,2,0,85,1,0,0,320,62
5/26/2019,35900,35634,1200,"75,1",0,0,0,0,0,"9,7",2,4,0,0,0,0,41,3,0,191,"1,15",0,0,320,63
6/23/2019,27700,27686,1200,"48,5","48,5",0,0,0,0,0,0,8,0,0,0,0,42,2,0,73,1,0,0,320,0
6/23/2019,34500,34489,1200,"85,4",0,0,0,0,"4,8",17,2,28,0,0,0,0,41,3,0,36,1,0,0,320,0
6/26/2019,33500,33479,1200,"59,6",0,0,0,0,"7,3",15,1,8,0,0,0,0,42,2,0,119,1,0,0,320,0
6/27/2019,36500,36409,1200,"70,1","70,1",0,0,0,"4,3",0,0,4,0,0,0,0,45,2,0,248,1,0,0,320,0
6/27/2019,39100,39072,1200,"82,3",0,0,0,0,6,"6,4",1,5,0,0,0,0,45,2,0,172,1,0,0,320,0
6/29/2019,31400,31330,1200,"67,2",0,0,0,0,0,"6,5",2,13,0,0,0,0,41,2,0,110,"1,15",0,0,320,0
6/27/2019,36000,35986,1200,"62,8","11,9",0,0,"21,3","11,2",6,1,3,0,1,0,0,45,2,0,"167,5",1,0,0,320,0
6/28/2019,31600,31579,1200,"56,5","56,5",0,0,0,0,0,0,13,0,0,0,0,41,2,0,86,"1,15",0,0,320,0
7/4/2019,42500,42489,1200,"68,8",0,0,0,"27,1",0,9,1,4,0,0,0,0,41,2,0,231,"1,11",0,0,320,63
6/29/2019,30700,30661,1200,"58,1",0,0,0,0,0,"15,1",3,15,0,0,0,0,45,2,0,29,1,0,0,320,0
7/5/2019,41000,40979,1200,"80,1",0,0,0,0,0,"13,3",3,9,0,0,0,0,36,2,0,140,"1,15",0,0,320,15
6/30/2019,23300,23279,1200,"43,7",0,0,0,0,0,"2,1",1,8,0,0,0,0,45,2,0,24,"1,04",0,0,320,0
7/6/2019,41500,41408,1200,"88,3","11,9",0,0,"19,7","11,2","5,7",1,3,0,1,0,0,45,2,0,"216,5",1,0,0,320,0
7/11/2019,38900,38847,1200,"87,3",0,0,0,0,"11,7","3,2",2,17,0,0,0,0,45,2,0,"152,5",1,0,0,320,0
7/12/2019,42000,41976,1200,104,104,0,0,0,"2,5",0,0,3,0,0,0,0,45,2,0,"198,7",1,0,0,320,0
7/11/2019,36900,36871,1200,"79,1",0,0,0,0,0,"5,4",1,6,0,0,0,0,45,2,0,180,"1,26",0,0,320,0
7/13/2019,52100,46890,1200,116,0,0,0,0,"6,5","4,4",3,4,0,0,0,0,45,3,0,207,"0,89",0,0,320,0
7/18/2019,41900,41892,1200,"85,3","12,1",0,0,0,0,"18,7",2,6,0,1,0,0,45,2,0,179,"1,11",0,0,320,0
7/17/2019,38500,38280,1200,"62,6",0,"62,6",0,"30,4",0,0,2,3,0,0,0,0,45,2,0,367,"0,89",0,0,320,0
7/17/2019,41000,40969,1200,"79,6",0,0,0,"30,4",0,0,1,3,0,0,0,0,45,2,0,458,"1,04",0,0,320,0
7/17/2019,34000,33994,1200,"86,5",0,0,0,0,0,"3,5",3,16,0,0,0,0,45,2,0,"132,7",1,0,0,320,0
7/20/2019,91000,87501,1200,"150,8",0,0,0,0,9,"8,4",2,10,0,0,0,1,1,4,1,"108,7",1,1,0,320,44
7/25/2019,44900,44849,1200,"93,3",0,0,0,0,0,"17,6",2,18,0,0,0,0,39,2,0,171,1,0,0,320,0
7/20/2019,23900,23828,1200,"55,6","55,6",0,0,0,0,0,0,3,0,0,0,0,45,2,0,222,"0,85",0,0,320,0
7/27/2019,30900,30879,1200,"64,1",0,0,0,0,0,"6,3",1,3,0,0,0,0,41,2,0,193,"1,11",0,0,320,0
7/28/2019,38500,38382,1200,"70,8","70,8",0,0,0,0,0,0,3,0,0,0,0,45,2,0,168,1,0,0,320,0
8/1/2019,38300,38249,1200,"83,1","14,1",0,0,0,0,6,3,9,0,1,0,0,39,2,0,167,"1,07",0,0,320,0
8/1/2019,25500,25493,1200,"44,9",0,0,0,0,0,"5,8",6,38,0,0,0,1,45,2,0,66,1,0,0,320,0
7/31/2019,64900,63242,1200,"130,7",0,0,0,"23,7",0,"10,5",2,3,0,0,0,0,21,3,0,220,"1,11",0,0,320,0
7/28/2019,35000,34521,1200,"79,8",0,0,0,0,0,"6,2",2,15,0,0,0,0,45,2,0,38,"1,15",0,0,320,0
8/10/2019,108000,105694,1200,"168,4",0,0,0,0,"8,4","30,8",6,14,1,0,0,1,1,4,2,"142,4",1,0,0,320,44
8/18/2019,39900,39651,1200,"98,1",0,29,0,0,0,0,1,3,0,1,0,0,45,2,0,393,"0,93",0,0,320,0
8/16/2019,33000,32986,1200,"69,9",0,0,0,0,0,"4,5",5,30,0,0,0,1,41,2,0,36,1,0,0,320,0
8/16/2019,38000,37919,1200,"75,3",0,0,0,0,"9,4",9,1,8,0,0,0,0,45,2,0,"121,5",1,0,0,320,0
8/16/2019,52000,51593,1200,"123,4","123,4",0,0,0,0,0,0,3,0,0,0,0,26,3,0,214,"1,15",0,0,320,0
8/25/2019,46500,46479,1200,"72,9",0,0,0,0,"6,9","14,4",4,14,1,0,0,1,5,2,1,"145,1",1,0,0,320,0
8/22/2019,39000,38982,1200,"94,9","9,2",0,0,0,0,"12,3",2,6,0,1,0,0,45,2,0,131,1,0,0,320,0
8/24/2019,43900,43845,1200,"69,1",0,0,0,"51,1",0,0,1,3,0,0,0,0,45,3,0,298,"1,15",0,0,320,0
8/21/2019,41000,40159,1200,"101,6","9,6",0,0,0,0,5,2,6,0,1,0,0,45,2,0,152,1,0,0,320,0
8/29/2019,39000,38983,1200,"75,1",0,0,0,0,"11,8",9,4,8,0,0,0,0,45,2,0,145,1,0,0,320,0
8/30/2019,34900,34845,1200,"53,3",0,0,0,0,0,6,1,9,0,0,0,0,40,2,0,103,1,0,0,320,15
8/29/2019,32900,32873,1200,"62,2",0,0,0,0,0,"14,3",6,42,0,0,0,1,41,2,0,67,1,0,0,320,62
8/31/2019,29500,29235,1200,"62,2",0,0,0,0,0,"14,3",3,60,0,0,0,1,41,2,0,47,1,0,0,320,62
8/30/2019,36000,35965,1200,"75,8","9,8",0,0,0,0,"6,4",1,6,0,1,0,0,41,2,0,162,1,0,0,320,0
8/31/2019,42500,44704,1200,"76,6",0,0,0,0,"11,8",9,4,8,0,0,0,0,45,2,0,"123,2",1,0,0,320,0
9/1/2019,35900,35859,1200,"64,9",0,0,0,0,0,"11,4",2,18,0,0,0,0,37,2,0,123,1,0,0,320,0
9/4/2019,38000,37946,1200,"83,5",0,0,0,0,0,"5,3",1,7,0,0,0,0,45,2,0,179,"1,11",0,0,320,0
8/30/2019,38000,37986,1200,"76,5",0,0,0,0,0,"11,9",7,31,0,0,0,1,45,2,0,37,"1,15",0,0,320,0
9/6/2019,77200,76760,1200,"142,5",0,0,0,0,"8,7","9,7",4,33,0,0,0,1,5,4,1,100,1,0,0,320,44
9/6/2019,65000,64868,1200,"140,7","19,1",0,0,"36,1",0,"37,2",2,3,0,1,0,0,45,2,0,492,"0,91",0,0,320,0
9/6/2019,31800,31763,1200,90,0,0,0,0,0,"15,6",2,48,0,0,0,1,40,2,0,81,"1,15",0,0,320,62
9/6/2019,59000,58933,1200,"111,9",0,0,0,36,"15,9","3,7",3,3,0,0,0,0,45,2,0,"343,3",1,0,0,320,0
9/12/2019,38500,38492,1200,"73,8",0,0,0,0,0,8,2,8,0,0,0,0,45,2,0,131,1,0,0,320,0
9/8/2019,42000,41979,1200,"89,4",0,0,0,0,"11,8",9,4,8,0,0,0,0,45,2,0,"144,7",1,0,0,320,0
9/12/2019,38000,37316,1200,87,0,0,0,0,"11,5","3,2",3,17,0,0,0,0,45,2,0,"151,5",1,0,0,320,0
9/14/2019,45000,44972,1200,"120,1",0,0,0,0,0,0,1,3,0,0,0,0,45,2,0,"189,7","0,96",0,0,320,0
9/15/2019,34500,34493,1200,"63,6",0,0,0,0,0,"16,8",1,8,0,0,0,0,45,2,0,114,"1,15",0,0,320,0
9/21/2019,31500,31479,1200,"52,3",0,0,0,0,"7,5",0,1,28,0,0,0,0,41,2,0,22,1,0,0,320,0
9/25/2019,32500,32451,1200,57,0,0,0,0,0,"13,3",1,18,0,0,0,0,39,2,0,110,1,0,0,320,0
9/26/2019,39800,39689,1200,"79,3",0,0,0,0,0,"15,5",1,18,0,0,0,0,39,2,0,147,1,0,0,320,0
9/26/2019,37600,37589,1200,"66,3",0,0,0,0,7,"12,2",2,5,0,0,0,0,45,2,0,155,1,0,0,320,0
9/29/2019,34500,34472,1200,"68,4",0,0,0,0,0,"6,5",3,13,0,0,0,0,41,2,0,112,1,0,0,320,0
9/19/2019,47500,47440,1200,"80,7",0,0,0,"23,4",6,"6,4",2,5,0,0,0,0,45,2,0,"214,1",1,0,0,320,0
10/2/2019,26000,25981,1200,"63,2",0,"63,2","2,3",0,0,0,2,3,0,0,0,0,45,2,0,247,1,0,0,320,0
10/3/2019,45300,44964,1200,"87,1",0,0,0,0,"35,9","13,3",1,4,0,0,0,0,43,2,0,259,1,0,0,320,0
9/22/2019,31000,30979,1200,"53,7","53,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,142,"1,26",0,0,320,0
10/5/2019,51000,50901,1200,"106,6",0,0,0,"26,6",0,0,1,3,0,0,0,0,45,2,0,"297,4","1,13",0,0,320,0
10/9/2019,31000,31000,1200,"75,1",0,0,0,0,"9,3","8,8",2,8,0,0,0,0,45,2,0,"119,7",1,0,0,320,0
9/25/2019,74000,73958,1200,"172,3",0,0,0,"20,2",0,"8,5",3,5,0,1,0,0,45,3,0,"407,8",1,0,0,320,0
10/9/2019,70900,70212,1200,"108,9",0,0,0,0,"7,6","7,9",5,14,0,0,0,1,4,2,1,"84,3",1,0,0,320,44
10/12/2019,34400,34390,1200,"64,9",0,0,0,0,0,"5,3",1,30,0,0,0,1,41,2,0,34,"1,11",0,0,320,0
10/13/2019,46500,46424,1200,"93,1",0,0,0,0,0,"16,9",2,18,0,0,0,0,39,2,0,149,1,0,0,320,0
10/13/2019,92000,90494,1200,"141,6",0,0,0,0,"7,4","10,3",4,15,0,0,0,1,1,4,1,"99,1",1,0,0,320,44
10/13/2019,48000,48000,1200,"122,2",0,0,0,0,0,0,5,21,1,0,0,1,42,2,0,54,"1,19",0,0,320,0
10/12/2019,63500,63466,1200,"134,2",0,0,0,"23,8",0,"10,4",1,4,0,0,0,0,45,3,0,270,"1,04",0,0,320,0
10/6/2019,38000,37982,1200,"81,3",0,0,0,0,0,"11,1",2,4,0,0,0,0,45,2,0,"185,6",1,0,0,320,0
10/17/2019,28300,28269,1200,"52,8",0,0,0,0,0,0,1,6,0,0,0,0,40,2,0,136,1,0,0,320,62
10/23/2019,59000,58945,1200,"102,9",0,0,0,40,24,"7,4",2,3,0,0,0,0,45,2,0,376,1,0,0,320,0
10/26/2019,37200,37164,1200,"79,3",0,0,0,0,0,"15,5",3,18,0,0,0,0,37,2,0,147,1,0,0,320,0
10/26/2019,72900,72012,1200,"115,9",0,0,0,0,"9,5","9,8",4,13,0,0,0,1,1,2,1,90,1,0,0,320,44
10/27/2019,44500,44387,1200,"86,6",0,0,0,0,0,"10,7",3,6,0,0,0,0,41,2,0,"172,9",1,0,0,320,0
10/30/2019,28000,27977,1200,"53,2","53,2",0,0,0,0,0,0,4,0,0,0,0,45,2,0,135,1,0,0,320,0
10/31/2019,39300,39291,1200,"96,5",0,0,0,0,"4,2","14,8",4,24,1,0,0,1,41,2,0,38,1,0,0,320,0
11/1/2019,38000,37975,1200,"75,9",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,244,1,0,0,320,0
10/30/2019,39000,38977,1200,"75,1",0,0,0,0,"9,3","8,8",2,8,0,0,0,0,45,2,0,"119,7",1,0,0,320,0
11/7/2019,42000,41994,1200,"109,1",0,0,0,0,0,"3,5",3,16,0,0,0,0,45,2,0,"163,7","0,93",0,0,320,0
11/3/2019,27700,27686,1200,"36,2",0,0,0,0,0,"9,9",1,9,0,0,0,0,40,2,0,73,1,0,0,320,15
11/8/2019,34600,34589,1200,"97,4",0,0,0,0,0,"15,6",2,49,0,0,0,1,40,2,0,85,1,0,0,320,62
11/8/2019,40000,39498,1200,"107,5",0,0,0,0,0,"9,8",2,6,0,0,0,0,40,2,0,139,1,0,0,320,62
11/10/2019,37000,36988,1200,"80,6",0,0,0,0,0,12,1,4,0,0,0,0,45,2,0,211,"1,11",0,0,320,0
11/10/2019,38300,38257,1200,"75,5",0,0,0,0,0,"6,7",1,9,0,0,0,0,45,2,0,105,"1,19",0,0,320,0
11/17/2019,67000,62677,1200,"131,2",0,0,0,"22,4",0,"10,5",3,3,0,0,0,0,21,3,0,220,"1,22",0,0,320,0
11/15/2019,43000,38700,1200,"89,4",0,0,0,0,"12,7",9,2,8,0,0,0,0,45,2,0,"144,9",1,0,0,320,0
11/10/2019,35000,34989,1200,"97,4",0,0,0,0,0,"15,6",7,48,0,0,0,1,40,2,0,87,"1,04",0,0,320,62
11/20/2019,36500,36444,1200,69,0,0,0,0,0,6,2,9,0,0,0,0,39,2,0,145,"1,15",0,0,320,0
11/21/2019,43500,43450,1200,"85,3","12,1",0,0,0,0,"18,7",2,6,0,1,0,0,45,2,0,179,"1,11",0,0,320,0
11/17/2019,24900,24892,1223,"36,9",0,0,0,0,"3,2",0,4,43,0,0,0,1,41,2,0,8,1,0,0,320,0
11/17/2019,36500,36192,1200,"66,2","66,2",0,0,"25,9","3,8",0,0,5,0,0,0,0,45,2,0,"169,3",1,0,0,320,0
11/22/2019,31750,31714,1200,58,0,0,0,0,"8,4",7,2,6,0,0,0,0,45,2,0,148,"1,04",0,0,320,63
11/23/2019,52100,52041,1200,"135,6",0,0,0,0,0,0,1,3,0,0,0,0,35,2,0,228,"1,26",0,0,320,15
11/22/2019,39900,39866,1200,"87,9",0,0,0,0,12,"5,5",1,6,0,0,0,0,45,3,0,"181,2",1,0,0,320,0
11/24/2019,37100,37084,1200,"79,3",0,0,0,0,0,"15,5",2,18,0,0,0,0,37,2,0,147,1,0,0,320,0
11/24/2019,27500,27421,1200,"74,5",0,0,0,0,0,0,1,1,0,0,0,0,45,2,0,167,"1,26",0,0,320,0
11/27/2019,25500,25478,1200,"39,2",0,0,0,0,"2,7",0,1,32,0,0,0,1,45,2,0,"54,1",1,0,0,320,0
12/4/2019,85000,84470,1200,"150,8",0,0,0,0,14,"8,4",3,13,0,0,0,1,1,4,1,"111,6",1,0,0,320,44
12/1/2019,33500,33458,1200,"69,9",0,0,0,0,0,"4,6",6,32,0,0,0,1,45,2,0,35,"1,11",0,0,320,0
12/7/2019,36500,36489,1200,"79,8",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,259,1,0,0,320,0
10/19/2019,55000,55000,1200,"94,1",0,0,0,0,"8,6",0,2,6,0,0,0,1,2,2,1,"141,4",1,0,0,320,44
12/12/2019,25900,25888,1200,"39,2",0,0,0,0,"2,7",0,1,32,0,0,0,1,45,2,0,"54,1",1,0,0,320,0
12/7/2019,44000,43982,1200,"72,9",0,0,0,0,"6,9","14,4",3,14,0,0,0,1,5,2,1,"145,1",1,0,0,320,0
12/19/2019,42900,42852,1200,"91,9",0,0,0,0,0,0,1,5,0,0,0,0,45,2,0,"192,2",1,0,0,320,0
12/18/2019,39500,39483,1200,"86,7","11,4",0,0,0,0,"6,2",2,12,0,1,0,0,39,2,0,162,"1,02",0,0,320,0
12/21/2019,36500,36497,1200,"88,7","17,5",0,0,27,"9,4",0,2,4,0,1,0,0,45,2,0,275,1,0,0,320,0
12/18/2019,46000,45966,1200,88,0,0,0,"22,7",0,"12,3",2,4,0,0,0,0,45,2,0,348,1,0,0,320,0
12/20/2019,39400,39373,1200,"63,5",0,0,0,0,"6,2","7,5",2,12,0,0,0,0,2,2,1,"136,2",1,0,0,320,0
12/7/2019,38900,38795,1200,"74,7","74,7",0,0,0,"7,6",0,0,3,0,0,0,0,45,2,0,"148,7",1,0,0,320,0
12/7/2019,39400,39371,1200,"86,7",0,0,0,0,"15,3","13,3",2,4,0,0,0,0,43,2,0,237,1,0,0,320,0
12/15/2019,35250,35211,1200,"69,9",0,0,0,0,0,"4,6",8,32,1,0,0,1,45,2,0,35,"1,15",0,0,320,0
1/7/2020,59000,58890,1200,"133,7",0,0,0,"25,5",0,"10,7",1,4,0,0,0,0,45,4,0,347,"1,15",0,0,320,0
1/15/2020,83600,83594,1200,"136,1",0,0,0,0,"8,1","10,5",6,38,0,0,0,1,12,3,1,"73,1",1,0,0,320,44
1/17/2020,43500,43472,1200,"93,3",0,0,0,0,0,"17,6",2,18,0,0,0,0,38,2,0,171,1,0,0,320,0
1/18/2020,42600,42271,1200,"85,1","9,7",0,0,0,0,"6,7",2,6,0,1,0,0,45,2,0,179,"0,89",0,0,320,0
1/19/2020,39000,38807,1223,104,0,0,0,0,"4,7",0,1,24,0,0,0,1,42,2,0,40,1,0,0,320,0
1/16/2020,44000,43894,1200,118,0,0,0,0,0,0,0,3,0,0,0,0,45,2,0,"232,7","1,15",0,0,320,0
1/26/2020,75900,71710,1223,"234,1",0,"73,6",0,0,0,"9,6",2,1,0,1,0,0,33,2,0,"249,1",1,0,0,320,0
1/26/2020,42800,42744,1200,"84,7",0,0,0,"21,1",0,"6,8",1,5,0,0,0,0,45,2,0,249,"1,15",0,0,320,0
2/2/2020,32000,31599,1200,"78,1",0,0,0,0,0,"17,9",4,49,0,0,0,1,41,2,0,70,1,0,0,320,62
2/1/2020,64600,64281,1200,"172,3",0,0,0,"20,2",0,"8,5",3,5,0,1,0,0,45,3,0,"407,8",1,0,0,320,0
1/11/2020,32500,32238,1200,"50,6","50,6",0,0,0,"4,7",0,0,6,0,0,0,0,15,2,0,119,1,0,0,320,0
2/6/2020,37000,36944,1200,88,0,0,0,0,0,"3,5",4,17,0,0,0,0,45,2,0,184,"1,04",0,0,320,0
2/8/2020,35300,35250,1200,"54,3",0,0,0,0,0,"13,9",4,18,0,0,0,0,38,2,0,104,1,0,0,320,0
2/8/2020,45000,44970,1200,"87,2",19,0,0,0,0,"5,8",1,3,0,1,0,0,45,2,0,258,"0,93",0,0,320,0
2/9/2020,36500,36475,1200,"97,4",0,0,0,0,"5,5","15,1",3,39,0,0,0,1,39,2,0,102,1,0,0,320,62
2/15/2020,43000,43000,1200,"86,2",0,0,0,0,0,"5,4",1,6,0,0,0,0,45,2,0,183,"1,11",0,0,320,0
1/15/2020,43000,42711,1200,"87,1",0,0,0,0,"8,7","7,5",1,18,0,0,0,0,38,2,0,"171,2",1,0,0,320,0
2/20/2020,34000,32567,1200,"64,9",0,0,0,0,0,"11,4",3,18,0,0,0,0,38,2,0,123,1,0,0,320,0
2/23/2020,46800,46755,1200,"114,2",0,0,0,0,0,"13,3",2,4,0,1,0,0,27,3,0,233,"1,15",0,0,320,0
2/13/2020,35200,35189,1200,"84,5","84,5",0,0,0,0,0,0,3,0,0,0,0,45,2,0,243,"1,15",0,0,320,0
2/27/2020,38900,38871,1200,"62,5",0,0,0,0,"5,6",0,1,12,0,0,0,0,3,2,0,"89,9",1,0,0,320,0
2/29/2020,40300,40283,1200,"75,3",0,0,0,25,0,"8,5",1,4,0,0,0,0,44,2,0,244,1,0,0,320,0
2/29/2020,35000,34849,1200,"54,1",0,0,0,0,0,"11,9",3,13,0,0,0,0,41,2,0,81,"1,04",0,0,320,15
2/16/2020,48500,48370,1200,"113,1",0,0,0,0,"8,4","12,4",2,6,0,0,0,0,45,2,0,"148,2",1,0,0,320,0
2/29/2020,43500,43417,1200,"89,4",0,0,0,0,"12,7",9,2,8,0,0,0,0,45,2,0,"144,9",1,0,0,320,0
3/1/2020,35500,35500,1200,87,0,0,0,0,0,"10,2",4,48,0,0,0,1,42,2,0,76,1,0,0,320,62
1/30/2020,32000,31978,1200,"60,1","60,1",0,0,0,0,0,0,4,0,0,0,0,45,2,0,133,1,0,0,320,0
1/1/2014,25750,25621,1200,"89,5",0,0,0,0,0,8,3,9,0,0,0,0,20,2,0,299,"1,26",0,0,330,0
1/26/2014,27800,27783,1200,"87,4",0,0,0,0,"7,7",0,1,6,0,0,0,0,16,3,0,123,1,0,0,330,0
2/8/2014,27500,27493,1200,"94,6",0,0,0,0,0,"7,5",2,11,0,0,0,0,19,2,0,207,"1,26",0,0,330,0
2/9/2014,23500,23486,1200,81,0,0,0,0,0,4,1,10,0,0,0,0,26,2,0,181,1,0,0,330,0
2/12/2014,24500,24480,1200,"75,2",0,0,0,0,0,"7,5",2,11,0,0,0,0,19,2,0,169,"1,26",0,0,330,0
2/14/2014,38000,36845,1200,"175,5",0,"42,3",0,0,0,"11,4",3,6,0,1,0,0,21,3,0,186,"0,93",0,0,330,0
2/15/2014,26000,25778,1200,"80,1",0,0,0,0,"6,6","6,5",2,6,0,0,0,0,18,2,0,156,"1,04",0,0,330,0
2/21/2014,28000,27986,1200,"89,9",0,0,0,0,6,7,9,44,1,0,0,1,16,3,0,100,1,0,0,330,0
2/14/2014,28000,27959,1200,"94,6",0,0,0,0,0,"7,5",2,11,0,0,0,0,19,2,0,207,"1,26",0,0,330,0
2/22/2014,39000,38197,1200,"131,5",0,0,0,"31,3",0,7,2,2,0,0,0,0,26,3,0,266,"1,15",0,0,330,0
2/21/2014,23900,23885,1200,"77,5",0,0,0,0,0,"5,9",2,9,0,0,0,0,26,2,0,166,1,0,0,330,0
2/23/2014,28500,28461,1200,"81,1",0,0,0,"25,2",0,"8,8",2,9,0,0,0,0,20,3,0,"284,4","1,15",0,0,330,0
2/23/2014,22600,22584,1200,73,0,0,0,0,"6,7","7,4",2,6,0,0,0,0,17,3,0,104,"1,09",0,0,330,0
3/1/2014,38900,38743,1200,"93,2",0,0,0,0,"57,9","9,9",3,8,0,0,0,0,14,2,0,171,1,0,0,330,0
3/2/2014,27500,27472,1200,"75,6",0,0,0,0,0,6,13,50,1,0,0,1,18,2,0,86,"1,15",0,0,330,0
3/5/2014,22500,22486,1200,"82,9",0,0,0,0,"6,9","2,5",1,9,0,0,0,0,24,2,0,"197,9",1,0,0,330,0
3/7/2014,22600,22592,1200,"66,7",0,0,0,0,0,"5,4",2,7,0,0,0,0,28,2,0,186,"0,93",0,0,330,0
3/8/2014,37500,37418,1200,"122,8",0,0,0,27,0,"10,7",1,3,0,0,0,0,19,3,0,281,"0,89",0,0,330,0
3/13/2014,23700,22122,1200,"73,8",0,0,0,0,0,"11,7",3,9,0,0,0,0,20,2,0,252,"1,11",0,0,330,0
3/19/2014,33000,32938,1200,"88,6",0,0,0,"27,3","5,9",12,7,30,0,0,0,1,18,3,0,151,"0,96",0,0,330,0
3/22/2014,30500,30154,1200,"92,7",0,0,0,0,0,0,1,6,0,0,0,0,19,3,0,124,"1,07",0,0,330,0
3/16/2014,30300,30238,1200,"89,8",0,0,0,0,"6,5",12,7,38,0,0,0,1,17,3,0,99,1,0,0,330,0
3/22/2014,28000,27972,1200,"101,8",0,0,0,0,"7,1","7,4",3,6,0,0,0,0,17,3,0,139,"1,1",0,0,330,0
3/13/2014,28650,28303,1200,"92,2",0,0,0,0,0,0,1,9,0,0,0,0,19,2,0,130,"1,04",0,0,330,0
3/28/2014,34000,33793,1200,"75,6",0,0,0,"30,4",0,6,8,50,0,0,0,1,18,2,0,116,"1,04",0,0,330,0
1/26/2014,30300,30240,1200,"89,8",0,0,0,0,5,12,6,38,0,0,0,1,17,3,0,97,1,0,0,330,0
3/30/2014,22700,22552,1200,"61,6",0,0,0,0,0,6,4,43,0,0,0,1,17,2,0,69,1,0,0,330,0
4/11/2014,31500,31470,1200,"109,2",0,0,0,0,0,"4,8",2,9,0,0,0,0,19,3,0,152,"1,26",0,0,330,0
4/5/2014,37000,36992,1200,"141,5","54,1",0,0,"15,5","5,1","7,4",1,6,0,1,0,0,17,3,0,181,"0,93",0,0,330,0
4/16/2014,32500,32369,1200,"101,8",0,0,0,"24,5",10,"7,4",2,6,0,0,0,0,17,3,0,168,"1,08",0,0,330,0
4/25/2014,32000,28800,1200,99,0,0,0,"26,4",0,0,1,6,0,0,0,0,19,3,0,125,"1,15",0,0,330,0
4/11/2014,24500,24427,1200,"83,9",0,0,0,0,0,"6,9",2,4,0,0,0,0,21,2,0,153,"1,11",0,0,330,0
5/7/2014,26300,25920,1200,"72,4",0,0,0,0,5,6,2,31,0,0,0,1,18,2,0,"172,4","1,11",0,0,330,0
5/2/2014,32000,28800,1200,99,0,0,0,"26,4",0,0,1,6,0,0,0,0,19,3,0,125,"1,15",0,0,330,0
5/1/2014,27000,26740,1200,89,0,0,0,0,0,0,2,6,0,0,0,0,20,2,0,299,"1,26",0,0,330,0
5/24/2014,23500,23500,1200,"94,6",0,0,0,0,0,0,1,11,0,0,0,0,19,2,0,207,"1,26",0,0,330,0
5/26/2014,23900,23830,1200,"67,6",0,0,0,0,6,0,1,30,0,0,0,1,18,2,0,97,"0,98",0,0,330,0
5/24/2014,28300,28086,1200,89,0,0,0,0,0,0,2,6,0,0,0,0,20,2,0,299,"1,26",0,0,330,0
6/8/2014,33200,32720,1200,73,0,0,"2,6","30,4","3,3","6,9",9,33,1,0,0,1,20,2,0,106,1,0,0,330,0
6/13/2014,25500,25345,1200,73,0,0,"2,6",0,"4,1","6,9",9,33,1,0,0,1,20,2,0,77,1,0,0,330,0
6/14/2014,21746,21136,1200,"62,5",0,0,0,0,"5,5",0,2,12,0,0,0,0,17,2,0,116,1,0,0,330,0
6/14/2014,38500,38340,1200,"153,4",0,0,"17,9",0,0,"4,8",3,8,0,1,0,0,19,3,0,214,1,0,0,330,0
6/29/2014,28000,27972,1200,"89,9",0,0,0,0,"5,2",7,10,44,0,0,0,1,16,3,0,100,1,0,0,330,0
7/3/2014,32000,31963,1200,"103,6",0,0,0,0,"4,7","12,6",3,38,0,0,0,1,17,3,0,110,"1,15",0,0,330,0
7/18/2014,28200,28146,1200,"93,2",0,0,0,0,"4,3","10,9",3,8,0,0,0,0,21,2,0,295,1,0,0,330,0
7/18/2014,23700,23676,1200,"59,3",0,0,0,0,"7,1",0,3,8,0,0,0,0,14,2,0,"93,2",1,0,0,330,0
7/20/2014,42500,42394,1200,"117,8",0,0,0,"21,9",0,"10,5",1,3,0,0,0,0,19,3,0,311,"1,26",0,0,330,0
7/25/2014,33000,32928,1200,104,0,0,0,0,"6,9","12,6",2,30,0,0,0,1,18,3,0,141,"0,98",0,0,330,0
8/10/2014,26300,26300,1200,"82,9",0,0,0,0,0,"5,4",3,9,0,0,0,0,26,2,0,190,1,0,0,330,0
8/7/2014,38500,38493,1200,"152,8",0,"43,6",0,0,0,"4,8",3,9,0,1,0,0,19,2,0,196,"0,83",0,0,330,0
8/15/2014,26200,26195,1200,"73,8",0,0,0,0,0,"11,7",2,9,0,0,0,0,20,2,0,252,"1,15",0,0,330,0
8/22/2014,30400,30397,1200,"85,4",0,0,0,"20,5","7,2",0,1,8,0,0,0,0,27,2,0,212,"0,98",0,0,330,0
8/13/2014,27000,26946,1200,"98,6",0,0,0,0,0,8,3,6,0,0,0,0,21,2,0,162,"1,11",0,0,330,0
8/29/2014,30400,30027,1200,"91,8",0,0,0,0,0,"8,8",3,8,0,0,0,0,20,2,0,288,"1,26",0,0,330,0
