utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,two_livunits,two_storey,storeys_3,age_studull,not_concrete,stud1house,bath_fixtures,fjbilsk,lodpflm,landratio,innig_factor,utig_factor,fjarmalastofnunselur,hverfi,gata
5/30/2018,60500,59764,1111,"160,6","53,1",0,0,0,0,0,1,0,40,0,"1,329",2,0,336,"0,528",1,1,0,20,0
6/8/2018,140000,135315,1111,"289,1","103,7",0,"3,5",0,0,0,0,1,40,1,"1,147",6,0,164,"0,258",1,1,0,20,0
7/19/2018,17000,17000,1126,30,0,0,0,0,0,0,0,0,40,1,1,2,0,53,"0,083","0,96",1,0,20,0
8/16/2018,91000,90205,1111,"174,9","68,1",0,16,0,0,0,0,1,40,"0,5","1,115",7,0,264,"0,415",1,1,0,20,0
9/8/2018,42500,42377,1121,"110,8",0,"42,5",0,0,0,0,1,0,40,1,1,2,0,180,"0,283","1,02",1,1,20,0
9/2/2018,64900,64436,1122,"149,1","49,8",0,0,0,"14,3",0,0,1,40,"0,5",1,4,0,100,"0,157","0,96",1,0,20,0
10/26/2018,37500,37049,1126,"63,8",0,0,0,0,0,0,0,0,40,"0,5",1,2,0,121,"0,19",1,1,0,20,0
2/11/2018,40400,39763,1126,"78,4",0,0,0,0,0,0,0,0,40,0,1,2,0,63,"0,099",1,1,0,20,0
11/15/2018,27000,26993,1121,52,0,0,0,0,0,0,0,0,40,1,1,2,0,63,"0,099","1,11","0,89",0,20,0
11/22/2018,46900,46634,1126,69,0,0,0,0,0,0,0,0,40,1,1,2,0,68,"0,107","1,04",1,0,20,27
11/29/2018,43000,42944,1126,"72,2",0,0,"6,8",0,0,0,1,0,40,0,1,2,0,152,"0,239",1,1,0,20,4
12/7/2018,53800,53772,1121,"100,1","40,5","15,2",0,"18,2",0,0,0,1,40,"0,5",1,2,0,126,"0,198","1,14",1,0,20,0
12/5/2018,36000,35913,1122,"57,4",0,0,0,0,"57,4",0,0,0,40,0,1,3,0,87,"0,137","0,98","0,89",0,20,0
12/6/2018,27500,27260,1126,"53,3","53,3",0,0,0,7,0,0,0,40,1,1,2,0,111,"0,175",1,1,0,20,0
12/13/2018,25000,24985,1126,"50,9",0,0,"0,7",0,0,0,0,0,40,0,1,2,0,42,"0,066",1,1,0,20,0
1/20/2019,51000,50900,1111,"54,5",0,"12,5",0,0,9,0,1,0,22,1,"1,244",2,0,195,"0,307",1,1,0,20,0
8/3/2018,32000,32000,1126,46,0,0,0,0,0,0,0,0,40,1,1,2,0,93,"0,146","1,15",1,0,20,0
2/8/2019,41700,41673,1126,"86,2","28,1",0,"0,7",0,0,0,1,0,40,1,1,4,0,76,"0,119",1,1,0,20,0
2/24/2019,62500,62088,1126,"108,4","57,3",0,"0,3",0,0,0,1,0,40,"0,5",1,3,0,116,"0,182",1,1,0,20,0
2/14/2019,32500,29250,1126,"50,6",0,0,0,0,0,0,0,0,40,1,1,2,0,85,"0,134","1,04",1,0,20,0
3/29/2019,46500,45641,1122,"74,8",0,0,0,0,"33,9",0,0,0,40,0,1,2,0,129,"0,203",1,1,0,20,0
4/25/2019,95000,94566,1121,"174,5",0,0,0,0,0,0,0,1,14,0,1,5,0,101,"0,159",1,1,0,20,27
4/28/2019,58500,58397,1111,"119,2","60,5",0,0,0,0,0,1,0,40,0,"1,075",2,0,97,"0,153","1,26",1,0,20,0
5/11/2019,27500,27500,1126,"48,5","48,5",0,0,0,"2,1",0,0,0,37,0,1,2,0,37,"0,058",1,1,0,20,0
6/9/2019,44500,44445,1126,"62,4",0,0,0,0,"6,6",0,0,0,40,0,1,2,0,98,"0,154",1,1,0,20,0
6/23/2019,33500,33479,1126,"54,8",0,0,0,0,0,0,0,0,40,"0,5",1,2,0,66,"0,104",1,1,0,20,0
5/19/2019,69000,68638,1122,"108,8",0,0,0,0,21,1,0,0,40,0,1,3,0,206,"0,324","0,98",1,0,20,0
8/1/2019,26000,25986,1126,"40,1","40,1",0,0,0,0,0,0,0,40,1,1,2,0,58,"0,091","1,04",1,0,20,0
7/21/2019,93000,92494,1111,"170,5","60,4","49,7",0,0,0,0,0,1,40,"0,5","1,128",4,0,191,"0,3","1,12",1,0,20,0
9/7/2019,34500,34493,1126,"58,4",0,0,"2,5",0,0,0,0,0,40,0,1,2,0,76,"0,119",1,1,0,20,0
9/14/2019,30000,29996,1126,"50,6",0,0,0,0,0,0,0,0,40,1,1,2,0,85,"0,134","1,04",1,0,20,0
9/5/2019,53500,53229,1122,"57,4",0,0,0,0,"57,4",0,0,0,40,0,1,3,0,87,"0,137","0,98","0,89",0,20,0
10/24/2019,34500,34494,1126,"68,5",0,0,0,0,0,0,0,0,40,0,1,2,0,"117,5","0,185",1,1,0,20,0
11/29/2019,44300,44102,1126,"93,6",0,0,0,"21,5",0,0,0,0,40,1,1,4,0,107,"0,168","1,15",1,0,20,0
1/1/2020,78500,78150,1111,"188,5",72,"44,5",0,0,0,0,0,1,39,1,"1,139",3,0,239,"0,376",1,1,0,20,0
1/8/2020,52000,51966,1111,86,42,0,0,0,0,0,1,0,40,1,"1,029",2,0,140,"0,22","1,19","1,06",0,20,0
1/29/2020,59900,59900,1126,141,0,0,0,"26,3",0,0,1,0,40,0,1,4,0,166,"0,261",1,1,1,20,0
2/28/2020,60000,59843,1111,"120,6",0,"60,5",0,22,0,0,1,0,40,1,"1,159",3,0,237,"0,373","0,98","0,92",0,20,0
1/26/2014,30750,30652,1126,"73,9",0,0,0,0,"9,4",0,0,0,8,0,1,2,0,47,"0,074",1,1,0,25,0
5/1/2014,19900,19846,1126,"48,2",0,0,0,0,0,0,0,0,40,1,1,3,0,176,"0,277","1,04",1,0,25,0
6/14/2014,26900,25910,1126,64,15,0,0,0,"12,7",0,1,0,40,0,1,2,0,66,"0,104",1,1,0,25,0
7/27/2014,95000,95000,1111,"236,8",0,"76,3",0,0,"17,5",1,1,0,40,0,"1,175",5,0,540,"0,849",1,1,0,25,0
9/26/2014,40000,39883,1126,"85,3",0,0,0,0,"12,6",0,0,0,40,0,1,3,0,190,"0,299","0,99",1,0,25,0
11/5/2014,24000,23922,1126,"53,3",0,0,0,0,"10,9",0,0,0,40,0,1,2,0,54,"0,085",1,1,0,25,0
11/21/2014,29400,29386,1126,"65,7",0,0,0,0,"17,6",0,0,0,40,1,1,2,0,90,"0,142","0,98",1,0,25,0
5/6/2015,53700,53071,1126,"142,8","61,9",0,0,0,0,0,1,0,40,"0,5",1,4,1,169,"0,266",1,1,0,25,0
6/4/2015,110000,106601,1111,189,"49,2","70,1",0,0,0,1,1,0,40,0,1,3,0,496,"0,78","1,04","1,04",0,25,0
6/20/2015,31900,31776,1126,"96,7","96,7",0,0,0,0,0,0,0,40,0,1,2,0,110,"0,173","0,93",1,0,25,0
6/3/2015,135000,133665,1111,"273,9","54,5","110,3",0,21,0,1,1,0,40,0,"1,059",4,0,483,"0,759","0,96",1,0,25,0
10/2/2015,120000,120000,1111,"222,9",0,"57,2","11,4",0,"40,2",0,0,1,40,0,1,8,0,164,"0,258",1,1,0,25,0
10/18/2015,35000,35000,1121,"72,1",0,0,0,0,0,1,0,0,40,0,1,2,0,81,"0,127","0,98",1,0,25,0
1/20/2016,42000,41986,1126,"59,4",0,0,0,0,"50,4",0,0,0,40,0,1,2,0,120,"0,189",1,1,0,25,0
1/28/2016,36500,36493,1126,"73,9",0,0,0,0,"9,4",0,0,0,10,0,1,2,0,47,"0,074",1,1,0,25,0
1/30/2016,105000,104729,1126,"189,2",0,"89,1","7,4",0,"31,2",0,1,0,40,0,1,3,0,"259,7","0,408",1,1,0,25,0
3/31/2016,40000,38838,1126,"90,7",0,0,"1,8",0,0,0,0,0,40,0,1,2,0,82,"0,129",1,1,0,25,0
4/13/2016,68900,68838,1126,"125,9",0,0,10,0,"35,3",0,1,0,40,0,1,2,0,109,"0,171",1,1,0,25,0
4/13/2016,31000,30931,1126,"75,5","75,5",0,0,0,0,0,0,0,40,0,1,3,0,87,"0,137",1,1,0,25,0
4/27/2016,42000,41418,1126,"66,2",0,0,0,0,"20,9",0,0,0,40,0,1,2,0,55,"0,086",1,1,0,25,0
5/8/2016,25600,25306,1126,"58,6","58,6",0,0,0,0,0,0,0,40,0,1,2,0,91,"0,143",1,1,0,25,0
5/8/2016,38400,38025,1126,"89,7",0,0,"8,2",0,0,0,1,0,40,0,1,2,0,161,"0,253",1,1,0,25,0
6/25/2016,36500,36500,1125,"78,7",0,0,0,0,0,0,1,0,12,0,1,2,0,51,"0,08",1,1,0,25,0
6/26/2016,78500,78066,1111,"112,5",0,0,0,0,64,0,1,0,16,1,"1,206",4,0,250,"0,393",1,1,0,25,0
10/6/2016,60500,60500,1126,"125,9",0,0,10,0,"11,9",0,1,0,40,0,1,3,0,109,"0,171",1,1,0,25,0
11/11/2016,73200,71044,1126,"186,7","102,9",0,"1,3",0,0,0,1,0,40,0,1,4,0,164,"0,258",1,1,1,25,0
11/12/2016,44500,44458,1126,"85,3",0,0,0,0,"12,6",0,0,0,40,0,1,3,0,190,"0,299","0,99",1,0,25,0
3/1/2017,28000,27949,1121,"39,3",0,0,0,0,0,0,0,0,40,0,1,2,0,51,"0,08",1,1,0,25,0
8/4/2017,28000,27979,1126,"56,2",0,0,0,0,0,0,0,0,40,1,1,2,0,54,"0,085","1,04",1,0,25,0
8/12/2017,84000,83647,1111,"156,7","59,2","36,6",0,0,0,0,0,1,40,"0,5","1,156",4,0,"202,9","0,319","1,04","0,94",0,25,0
11/9/2017,49500,49398,1126,"96,7","96,7",0,0,0,0,0,0,0,40,0,1,2,0,110,"0,173","0,93",1,0,25,0
1/26/2018,53800,53773,1126,"132,5","21,9",0,"15,1",0,0,0,0,1,40,0,1,3,0,103,"0,162",1,1,0,25,0
8/5/2018,75000,74438,1111,"135,5","67,8",0,0,0,"14,3",0,1,0,40,0,"1,002",5,0,301,"0,473","1,04",1,0,25,0
8/15/2018,44700,44591,1126,"71,2",0,"68,6",0,0,0,0,1,0,40,"0,5",1,2,1,94,"0,148","1,02","0,94",0,25,0
1/12/2019,33900,33882,1126,"58,6","58,6",0,0,0,0,0,0,0,40,0,1,2,0,91,"0,143",1,1,0,25,0
1/17/2019,48000,47972,1126,"89,7",0,0,"8,2",0,0,0,1,0,40,0,1,2,0,161,"0,253",1,1,0,25,0
3/30/2019,114000,112996,1121,"202,7","71,1",0,0,0,0,0,0,1,40,0,1,6,0,209,"0,329",1,1,0,25,0
4/13/2019,34850,34651,1126,"69,2",0,0,0,0,"4,5",0,0,0,40,0,1,2,0,"90,3","0,142",1,1,0,25,0
6/21/2019,41400,41380,1126,"58,4",0,"58,4","10,7",0,0,0,0,0,40,1,1,2,0,"47,3","0,074",1,1,0,25,0
8/17/2019,63200,63165,1126,"67,3",0,0,0,0,"74,6",0,0,0,40,1,1,2,0,"70,5","0,111",1,1,0,25,0
10/31/2019,48900,48460,1122,"73,4",0,0,0,0,0,0,0,0,40,1,1,2,0,"77,1","0,121","1,3",1,0,25,0
8/17/2014,64000,63864,1125,"124,8",0,0,0,"23,8","68,2",0,1,0,40,0,1,2,0,354,"0,557","1,1","0,89",1,26,0
9/4/2014,71100,70833,1111,210,80,50,0,0,0,0,0,1,40,1,"1,264",6,0,332,"0,522",1,1,0,26,0
3/28/2015,71000,69100,1125,"124,8",0,0,0,"23,8","68,2",0,1,0,40,0,1,2,0,354,"0,557","1,1","0,89",0,26,0
12/22/2016,81000,80729,1121,"252,9","78,2","32,9",0,0,0,0,0,1,38,0,1,3,0,166,"0,261","1,06","1,11",1,26,0
3/18/2017,54000,53382,1126,"78,6",0,0,0,0,"26,6",0,0,0,40,0,1,2,0,219,"0,344",1,1,0,26,0
6/2/2017,33300,33279,1126,"65,5","65,5",0,0,0,0,0,0,0,40,0,1,2,0,71,"0,112",1,1,0,26,0
6/8/2017,42500,42465,1126,85,0,0,0,0,"6,5",0,0,0,40,0,1,2,0,98,"0,154","0,91","0,89",0,26,3
12/3/2017,84900,84149,1125,145,"27,6",0,0,0,0,1,1,0,40,0,1,5,0,304,"0,478","0,96",1,0,26,0
12/20/2017,62000,61793,1121,"102,4","47,9",0,0,0,"9,5",1,0,0,40,0,1,2,0,192,"0,302","0,96",1,0,26,0
1/24/2018,64500,64023,1126,118,0,0,0,0,0,0,1,0,40,0,1,3,0,161,"0,253","1,15",1,0,26,0
2/11/2018,96700,96433,1125,"175,3","61,1",0,0,0,0,0,0,1,40,0,1,2,0,367,"0,577",1,1,0,26,0
3/2/2018,73000,72836,1111,"86,3",0,0,0,"32,8","50,4",0,1,0,40,1,"1,074",3,0,"336,7","0,529","0,98","0,85",0,26,0
7/1/2018,97000,95494,1125,"124,8",0,0,0,"23,8","68,2",0,1,0,40,0,1,2,0,354,"0,557","1,1","0,89",0,26,0
11/2/2018,29500,29500,1126,"40,3",0,0,0,0,0,0,0,0,40,1,1,2,0,209,"0,329",1,1,0,26,0
12/29/2018,75000,73925,1125,"152,7","27,6",0,0,0,0,1,1,0,40,0,1,4,0,287,"0,451","1,01","0,99",0,26,0
7/4/2014,34700,34700,1126,"85,5","85,5",0,0,0,"8,3",0,0,0,40,0,1,2,0,133,"0,209",1,1,0,27,0
7/11/2014,80000,79744,1125,"190,7","66,6",0,"6,8",0,"5,6",0,0,1,40,0,1,4,0,288,"0,453",1,1,0,27,0
2/27/2015,108000,106760,1111,"268,4","92,9",0,0,0,0,0,0,1,40,0,1,5,0,439,"0,69",1,1,0,27,0
2/7/2015,70000,69397,1111,"129,5",0,0,0,0,"65,7",0,1,0,40,0,1,2,0,385,"0,605","0,98","0,89",0,27,0
7/31/2015,77500,77359,1111,"129,5",0,0,0,0,"65,7",0,1,0,40,0,1,2,0,385,"0,605","0,98","0,89",0,27,0
9/6/2015,39900,37183,1111,"77,9",0,0,0,0,0,0,0,0,40,0,"1,079",2,0,114,"0,179",1,1,0,27,0
10/1/2015,83900,83840,1121,"119,3",0,0,0,0,"75,2",0,1,0,40,0,1,5,0,380,"0,597",1,1,0,27,0
6/17/2016,76250,75881,1126,"129,7",0,0,0,0,40,0,0,0,40,1,1,2,0,357,"0,561",1,"0,94",0,27,0
9/11/2016,123000,122524,1111,"127,4",0,"64,1",0,0,0,1,0,0,40,0,1,2,0,474,"0,745","0,94","1,11",0,27,0
1/19/2017,120000,118595,1111,"252,4","74,8",28,0,0,0,0,0,1,40,1,"1,256",4,0,369,"0,58","0,85","0,94",0,27,0
3/4/2018,84500,83395,1121,"157,4","31,7","25,2",0,0,0,0,0,1,34,0,1,3,0,209,"0,329","1,02",1,0,27,0
7/1/2018,150500,143331,1111,"268,4","92,9",0,0,0,0,0,0,1,40,0,1,5,0,439,"0,69",1,1,0,27,0
12/15/2018,88000,87418,1121,"157,4","31,7","25,2",0,0,0,0,0,1,34,0,1,3,0,209,"0,329","1,24",1,0,27,0
5/26/2019,140000,137558,1111,"174,3",0,0,0,"26,8","97,2",0,1,0,40,1,"1,104",5,0,570,"0,896",1,"0,92",0,27,0
1/24/2014,53000,51913,1111,"130,6","58,4","16,9",0,0,0,0,0,1,40,"0,5","1,179",3,0,133,"0,209","1,27",1,0,31,0
1/27/2014,50000,49086,1126,"82,5",0,0,0,0,0,0,0,0,40,0,1,2,0,128,"0,201",1,1,0,31,0
1/27/2014,92000,88854,1126,"192,6",0,0,"54,9","16,3","31,4",0,0,1,40,0,1,5,0,486,"0,764",1,1,0,31,0
3/9/2014,104000,103542,1111,"232,8",0,0,0,0,"125,6",0,1,0,40,0,"1,098",4,0,760,"1,195",1,"0,89",0,31,0
4/4/2014,134000,133374,1111,"185,7",0,0,0,"19,3",52,0,1,0,40,0,"1,011",6,0,398,"0,626","1,09","0,89",0,31,0
5/15/2014,91000,90071,1111,"183,9",0,0,0,64,"98,5",0,1,0,40,0,"1,057",3,0,625,"0,983","1,01","0,89",0,31,0
7/25/2014,22500,22242,1126,66,0,0,0,0,"1,5",0,1,0,40,1,1,2,0,"75,1","0,118",1,1,0,31,0
8/2/2014,47500,46571,1126,"105,7",0,0,"46,3",0,"4,4",0,1,0,40,0,1,5,0,202,"0,318",1,1,0,31,0
10/12/2014,47500,47472,1126,"105,7",0,0,"46,3",0,"4,4",0,1,0,40,0,1,5,0,202,"0,318",1,1,0,31,0
2/26/2015,165000,162541,1111,"179,3",0,0,0,"24,7",93,0,1,0,40,0,1,4,0,825,"1,297","0,99","0,85",0,31,0
2/26/2015,82500,78742,1111,"256,6",0,"91,4",0,"29,4",0,0,0,1,40,0,"1,059",9,0,383,"0,602",1,1,1,31,0
11/23/2015,190000,188964,1111,"334,1","97,6",0,0,"28,3",0,0,0,1,40,0,"1,161",7,0,"815,4","1,282",1,1,0,31,0
4/3/2016,205000,204930,1111,377,0,0,0,82,9,0,0,0,40,0,1,2,0,660,"1,038",1,1,0,31,0
11/25/2016,150000,149729,1111,"228,5","49,7",76,0,0,0,1,1,0,40,0,"1,194",4,0,505,"0,794","1,01","0,92",0,31,0
1/1/2017,120000,119339,1111,"210,8",0,0,0,"24,7",95,0,1,0,40,0,"1,065",4,0,532,"0,836",1,"0,89",0,31,0
1/1/2017,120000,118732,1111,"210,8",0,0,0,"24,7",95,0,1,0,40,0,"1,065",4,0,532,"0,836",1,"0,89",0,31,0
4/14/2017,89000,88664,1111,"162,6","45,5",0,0,0,0,1,1,0,40,0,"1,055",4,0,284,"0,447","0,96",1,0,31,0
7/15/2017,51500,51158,1126,"88,2",0,0,0,0,"24,2",0,0,0,40,1,1,3,0,270,"0,425","0,96","1,11",0,31,0
10/14/2017,192275,192228,1111,"203,2",0,0,0,20,"51,2",0,1,0,40,0,"1,15",4,0,798,"1,255","0,98",1,0,31,0
3/18/2018,105500,105059,1111,"181,9",0,0,"10,9",23,"136,4",0,1,0,40,"0,5",1,4,0,"309,2","0,486",1,1,0,31,0
3/30/2018,109050,106085,1125,"204,8","41,2",0,0,0,0,1,1,0,40,0,1,6,0,382,"0,601","1,04",1,1,31,0
4/29/2018,160000,159930,1111,347,0,0,0,37,0,0,0,0,40,0,1,2,0,761,"1,197",1,1,0,31,0
11/9/2018,155000,154817,1111,"290,7",0,0,0,"39,6",0,0,0,1,40,0,1,7,0,"631,9","0,994","1,04",1,0,31,0
3/27/2019,130000,129103,1111,"153,2",0,0,0,42,"80,4",0,1,0,40,0,"1,048",5,0,846,"1,33","1,11","1,42",0,31,0
4/7/2019,145000,144575,1126,"212,4",0,60,"33,9",0,0,0,0,1,40,0,1,3,0,"359,8","0,566",1,1,0,31,0
4/13/2019,185000,183943,1111,"256,6",0,"91,4",0,"29,4",0,0,0,1,40,0,"1,059",9,0,383,"0,602",1,1,0,31,0
5/18/2019,105300,105211,1111,"224,1","74,7","74,7",0,0,0,0,0,1,40,1,"1,015",4,0,270,"0,425","1,26",1,0,31,0
5/31/2019,141000,140831,1126,"248,8",0,0,0,0,0,0,1,0,40,0,1,4,0,"375,7","0,591",1,1,0,31,0
7/28/2019,195000,180810,1111,276,"95,7",0,0,26,"25,6",0,0,1,40,0,1,6,0,683,"1,074",1,1,0,31,0
9/25/2019,83000,82886,1111,"113,4",0,0,0,0,"68,3",0,1,0,40,1,"1,028",3,0,343,"0,539","0,98","0,89",0,31,0
11/21/2019,76000,75400,1111,"140,7","36,5","49,6",0,0,"32,2",0,0,1,40,0,"1,08",4,0,298,"0,469","0,95","0,96",0,31,0
1/17/2020,265000,262402,1111,"262,8",0,0,0,"50,4","160,1",0,1,0,40,0,"1,037",6,0,799,"1,256",1,1,0,31,0
10/24/2014,24210,24193,1126,"67,8",0,0,0,0,"5,1",0,0,0,40,0,1,3,0,146,"0,23","0,99",1,0,70,3
11/12/2014,19800,19786,1126,"48,9","48,9",0,0,0,"4,1",0,0,0,40,0,1,2,0,"95,6","0,15",1,1,0,70,0
9/2/2015,76000,75121,1125,"219,2","71,7",0,0,29,0,0,0,1,40,0,1,4,0,333,"0,524","1,06","0,96",0,70,0
9/11/2015,99000,97837,1111,213,"76,8",0,0,"28,4","18,7",0,0,1,40,0,1,5,0,507,"0,797",1,1,0,70,0
4/2/2016,100000,98958,1111,"251,6","58,8",0,0,"26,3",0,1,1,0,40,0,"1,12",5,0,677,"1,064","0,9","0,96",0,70,0
11/2/2016,38000,36716,1126,"66,1","66,1",0,0,0,0,0,0,0,40,0,1,2,0,"122,4","0,192",1,1,0,70,0
11/2/2016,120000,119213,1126,"215,7",0,0,0,21,"42,2",0,1,0,40,0,1,3,0,"562,6","0,885",1,1,0,70,0
12/7/2016,90000,89090,1125,"219,2","71,7",0,0,29,0,0,0,1,40,0,1,4,0,333,"0,524","1,02","0,96",0,70,0
9/29/2017,75000,74854,1125,"107,9","13,2",0,0,0,8,1,1,0,40,0,1,4,1,324,"0,509","0,96",1,0,70,0
5/26/2018,86000,84900,1125,"220,4",76,0,0,"23,6",0,0,0,1,40,0,1,6,0,400,"0,629",1,"0,99",0,70,3
10/7/2018,77000,74867,1126,"137,7",0,0,"6,9","27,9","1,4",0,0,1,40,0,1,4,0,198,"0,311",1,1,0,70,0
2/16/2019,73000,72761,1125,"149,7","34,5",0,0,0,0,1,1,0,40,0,1,6,0,406,"0,638","0,96",1,0,70,3
5/30/2019,40500,40468,1126,"67,8",0,0,0,0,"5,1",0,0,0,40,0,1,3,0,146,"0,23","0,99",1,0,70,3
10/23/2019,53500,53396,1126,"97,4","16,2",0,0,0,0,0,0,1,40,0,1,4,0,192,"0,302","1,09",1,0,70,0
2/6/2014,22600,22579,1126,72,72,0,0,0,0,0,0,0,40,0,1,2,0,145,"0,228","1,15",1,0,71,0
10/24/2014,63000,62845,1111,"211,9","59,3",0,0,38,0,0,0,1,40,0,"1,25",4,0,508,"0,799","0,99","0,85",0,71,54
11/30/2014,85000,83458,1126,165,0,0,"14,6","35,9",12,0,1,0,40,0,1,4,0,378,"0,594",1,1,0,71,54
11/30/2014,30000,29304,1126,"89,8","89,8",0,0,0,0,0,0,0,40,0,1,2,0,129,"0,203",1,1,0,71,54
12/13/2014,73000,71395,1111,"178,5","77,3",0,0,"37,5",0,1,0,0,40,1,1,6,0,545,"0,857","0,96",1,0,71,54
8/19/2015,27500,27156,1126,"70,8","70,8",0,0,0,"0,6",0,0,0,40,0,1,2,0,130,"0,204",1,1,0,71,0
1/10/2016,44700,44007,1126,"110,8",0,0,0,0,0,0,0,0,40,0,1,3,0,203,"0,319","1,15",1,0,71,0
4/3/2016,27345,27153,1126,72,72,0,0,0,0,0,0,0,40,0,1,2,0,145,"0,228","1,15",1,0,71,0
6/12/2016,41000,40532,1126,"90,7",0,0,0,0,0,0,0,0,40,0,1,2,0,264,"0,415",1,1,0,71,0
10/14/2016,69000,68648,1111,"147,4",0,"73,4",0,0,"39,6",0,1,0,40,1,"1,077",4,0,466,"0,733","0,98",1,0,71,0
1/15/2017,95000,93253,1111,"194,8","62,5","47,2",0,"42,9",0,1,1,0,40,0,"1,148",4,0,466,"0,733","0,96",1,0,71,0
7/28/2017,32950,31678,1126,"69,7","69,7",0,0,0,0,0,0,0,40,0,1,2,0,"142,2","0,224",1,1,0,71,0
7/13/2017,85500,84473,1126,"224,2",68,"46,6",0,0,"77,6",1,0,1,40,"0,5",1,6,0,532,"0,836",1,1,0,71,0
12/10/2017,86000,84613,1125,"142,3",0,"66,7",0,0,0,1,0,0,40,0,1,5,0,468,"0,736",1,1,0,71,0
12/23/2017,78000,77054,1126,"151,8",54,"29,8",0,0,0,1,1,0,40,0,1,2,0,491,"0,772","1,01","1,06",0,71,0
12/31/2017,41000,40979,1126,90,90,0,0,0,0,0,0,0,40,0,1,2,0,156,"0,245",1,1,0,71,0
4/5/2018,59900,59693,1126,"90,2",0,"86,8","8,2",0,1,0,1,0,40,0,1,3,0,274,"0,431",1,1,0,71,0
3/7/2019,37000,36950,1126,72,72,0,0,0,0,0,0,0,40,0,1,2,0,145,"0,228","1,15",1,0,71,0
3/9/2019,56500,55131,1126,137,"52,5",32,0,"28,6",0,0,0,1,40,0,1,2,0,268,"0,421","0,79",1,0,71,0
1/29/2014,27500,27462,1126,"91,2",0,0,0,0,0,0,0,0,40,1,1,2,0,194,"0,305",1,1,0,72,0
2/23/2014,40000,36000,1121,"118,5",0,0,0,0,0,0,1,0,26,0,1,4,0,111,"0,175","1,09",1,0,72,0
4/19/2015,44600,44348,1126,"115,1",0,"43,2","25,3",0,0,0,1,0,40,0,1,2,0,348,"0,547",1,1,0,72,0
4/24/2015,78500,76954,1126,"190,8","5,2",0,0,"27,4","121,4",0,0,1,34,0,1,6,0,447,"0,703",1,1,0,72,0
2/6/2016,32500,32486,1125,"72,6",0,0,0,0,0,1,0,0,40,0,1,2,0,121,"0,19",1,1,0,72,0
2/25/2016,45500,45500,1126,"104,7",0,"104,7",0,0,0,0,0,0,40,0,1,3,0,"281,5","0,443",1,1,0,72,0
6/4/2016,155000,155000,1111,"198,6",0,"74,1",0,"68,7","124,8",0,1,0,40,0,"1,348",5,0,838,"1,318","1,01","0,92",0,72,6
10/15/2016,72500,70291,1126,"104,7",0,0,0,"23,8","73,1",0,0,0,40,0,1,4,0,308,"0,484",1,1,0,72,0
11/13/2016,130000,127893,1111,"243,6","63,5",81,0,"35,1",0,1,1,0,40,0,"1,136",7,0,615,"0,967","0,99","1,07",0,72,6
6/29/2017,60050,59752,1111,"88,4",0,"30,6","13,7",0,0,0,1,0,40,1,"1,188",2,0,193,"0,303",1,1,0,72,0
8/31/2017,24000,23965,1126,"50,4",0,0,0,0,0,0,0,0,40,0,1,2,0,180,"0,283",1,1,0,72,0
12/17/2017,115000,113143,1111,"162,6",0,0,"5,5",0,0,0,0,0,15,1,"1,228",4,0,1225,"1,926",1,1,0,72,0
1/28/2018,85000,84615,1126,"104,7",0,0,0,"23,8","73,1",0,0,0,40,0,1,4,0,308,"0,484",1,1,0,72,0
5/31/2018,125000,121908,1126,"156,2",0,"32,6",29,"27,5",0,0,0,1,40,0,1,5,0,357,"0,561",1,1,0,72,6
7/7/2018,120000,117151,1111,132,0,0,0,0,68,0,0,0,40,0,"1,1",4,0,880,"1,384","1,02","0,78",0,72,6
9/6/2018,120000,119930,1111,132,0,0,0,0,68,0,0,0,40,0,"1,1",4,0,880,"1,384","1,02","0,78",0,72,6
9/9/2018,35000,35000,1125,"72,6",0,0,0,0,0,1,0,0,40,0,1,2,0,121,"0,19",1,1,1,72,0
11/2/2018,145000,138766,1111,"233,4","61,8",0,0,"36,3",0,1,1,0,40,0,1,7,0,719,"1,131","0,99","1,03",0,72,0
11/23/2018,132000,129956,1125,"233,7","85,9","42,9",0,21,0,0,0,1,38,0,1,6,0,364,"0,572","1,13","1,11",0,72,0
3/16/2019,93000,92815,1111,"177,1","65,5","47,2","14,9","24,2",0,0,0,1,40,"0,5","1,259",5,0,279,"0,439",1,1,0,72,0
4/6/2019,59500,59070,1126,"122,9",0,0,0,0,0,0,0,0,40,0,1,4,0,248,"0,39",1,"1,03",0,72,0
8/10/2019,61500,61262,1111,"88,4",0,"30,6","13,7",0,0,0,1,0,40,1,"1,188",2,0,193,"0,303",1,1,0,72,0
8/21/2019,71000,70586,1121,"118,5",0,0,0,0,0,0,1,0,31,0,1,4,0,111,"0,175","1,09",1,0,72,0
9/25/2019,136000,134991,1111,"201,8",52,63,0,"26,2",0,1,1,0,40,0,"1,02",5,0,645,"1,014","1,05","0,93",0,72,0
9/28/2019,74400,74006,1111,"99,4",0,37,0,0,0,0,1,0,29,0,"1,188",4,0,"230,1","0,362",1,1,0,72,0
1/19/2014,61500,60692,1111,"134,6",0,0,0,"25,9",0,0,1,0,9,1,"1,206",4,0,605,"0,951",1,1,0,75,0
2/16/2014,56000,55946,1121,"158,1",0,0,0,"22,7",0,0,1,0,40,0,1,4,0,427,"0,671","1,04","0,85",0,75,0
