utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,two_livunits,two_storey,storeys_3,age_studull,not_concrete,stud1house,bath_fixtures,fjbilsk,lodpflm,landratio,innig_factor,utig_factor,fjarmalastofnunselur,hverfi,gata
8/11/2015,47500,46476,1111,"143,2",0,0,0,0,0,0,1,0,40,1,"1,005",2,0,619,"0,973","1,02",1,0,100,0
9/6/2015,37200,37189,1126,"107,3",0,0,"6,3","41,1","20,1",0,1,0,40,0,1,2,0,399,"0,627",1,1,0,100,0
9/17/2015,48200,48141,1121,93,0,0,0,"26,8",0,0,0,0,24,0,1,2,0,236,"0,371","1,24","1,11",0,100,103
9/30/2015,58800,58155,1111,"161,8",0,0,0,32,"115,5",0,0,0,40,0,"1,168",6,0,847,"1,332","1,15",1,1,100,1
10/2/2015,46000,45943,1121,"105,9",0,"47,1",0,0,"57,7",0,1,0,40,0,1,4,0,245,"0,385","1,08","0,89",0,100,108
10/1/2015,29300,29279,1126,"95,6","95,6",0,0,0,0,0,0,0,36,0,1,2,0,135,"0,212",1,1,0,100,0
10/16/2015,22200,22186,1126,"74,7",0,"63,8",20,0,0,0,1,0,40,1,1,2,0,192,"0,302",1,1,0,100,0
10/15/2015,47500,47282,1126,"142,4",0,0,0,"25,4","14,8",0,1,0,40,0,1,3,0,249,"0,392",1,1,0,100,108
10/18/2015,85000,85000,1111,"241,7",0,0,0,20,0,1,1,0,40,0,"1,243",6,0,1038,"1,632","0,97",1,0,100,16
10/24/2015,62000,62000,1111,"258,5","67,4","91,1",0,0,0,0,0,1,40,0,"1,077",3,0,1272,2,1,1,0,100,16
11/12/2015,42500,42450,1126,"130,2",0,0,0,"26,6","1,2",0,1,0,40,0,1,3,0,228,"0,358",1,1,0,100,108
11/22/2015,47000,46050,1121,"131,1",0,0,0,"20,3","24,9",0,0,0,40,0,1,3,0,586,"0,921","1,13","0,92",0,100,109
11/25/2015,59000,58041,1121,164,0,0,0,"23,3",0,0,1,0,28,0,1,4,0,361,"0,568","1,11",1,0,100,108
11/27/2015,49000,48939,1126,"144,4",0,0,0,38,25,0,0,0,40,0,1,3,0,544,"0,855",1,1,0,100,0
11/22/2015,65000,61993,1111,"257,1",0,0,0,20,0,0,1,0,40,0,"1,14",5,0,741,"1,165",1,1,0,100,1
11/26/2015,24850,24836,1126,"73,3",0,0,"0,8",0,0,0,0,0,40,1,1,2,0,218,"0,343",1,1,0,100,0
12/5/2015,47200,47009,1121,93,0,0,0,"26,8",0,0,0,0,24,0,1,2,0,236,"0,371","1,24","1,11",0,100,103
12/5/2015,52300,52110,1126,"140,4",0,0,0,"38,2","6,3",0,1,0,40,0,1,4,0,486,"0,764",1,1,0,100,0
12/11/2015,74000,74000,1111,183,0,0,0,0,"67,2",0,1,0,40,0,"1,095",4,0,868,"1,365",1,"0,89",0,100,16
12/19/2015,23500,23460,1126,"57,8","57,8",0,0,0,0,0,0,0,40,0,1,2,0,74,"0,116",1,1,0,100,108
12/19/2015,41000,40240,1126,"92,4",0,0,0,26,0,0,0,0,40,0,1,3,0,372,"0,585","1,04",1,0,100,0
12/13/2015,26000,26000,1126,"102,4","102,4",0,0,0,0,0,0,0,40,0,1,2,0,311,"0,489",1,1,0,100,16
12/20/2015,35000,35000,1111,"62,2","13,2",0,0,"40,1",0,0,1,0,40,1,"1,255",3,0,540,"0,849",1,"1,05",1,100,0
12/20/2015,45000,44958,1126,"125,5",0,0,0,0,0,0,0,0,15,0,1,2,0,292,"0,459",1,1,0,100,0
12/23/2015,68000,67794,1111,"217,3","68,7","58,4",0,"35,8",0,0,0,1,40,0,"1,131",3,0,703,"1,105","0,94",1,0,100,16
1/1/2016,20500,20474,1126,"68,8","68,8",0,0,0,0,0,0,0,40,1,1,2,0,251,"0,395","1,04",1,1,100,0
1/1/2016,46500,46406,1126,"138,6",0,0,0,"25,8",0,0,1,0,40,0,1,3,0,235,"0,369","1,02","0,99",0,100,108
1/10/2016,65000,64505,1111,"176,2",0,0,0,32,"31,9",0,1,0,40,0,"1,068",3,0,731,"1,149","0,9","0,89",0,100,16
1/1/2016,33500,33046,1126,"65,3",0,0,0,"32,4",0,0,0,0,40,"0,5",1,2,0,400,"0,629",1,1,0,100,0
1/8/2016,53000,52694,1121,"164,1","58,6","45,8",0,0,0,0,0,1,40,0,1,5,0,253,"0,398",1,1,0,100,108
1/17/2016,48500,46996,1111,"175,7","71,7","32,3",0,32,0,0,0,1,40,1,"1,143",2,0,570,"0,896","0,89","0,89",0,100,0
1/31/2016,85000,78534,1111,"215,6","114,3",0,0,27,"1,2",0,1,0,40,0,"1,281",4,0,840,"1,321",1,1,0,100,16
2/14/2016,39800,39775,1126,"106,2",0,0,0,"33,8",0,0,0,0,40,0,1,2,0,494,"0,777","1,04","0,96",0,100,0
2/20/2016,49500,49465,1121,"152,7","39,1",0,0,"23,2",0,0,0,1,40,0,1,4,0,202,"0,318","1,07",1,0,100,108
2/19/2016,48500,48339,1125,"166,7",0,0,0,0,0,0,1,0,40,0,1,3,0,419,"0,659","1,04","0,89",0,100,0
2/28/2016,31500,30517,1126,"71,2",0,0,0,0,0,0,0,0,40,"0,5",1,2,0,"244,7","0,385",1,1,0,100,0
3/6/2016,39000,38379,1126,"84,5",0,0,0,"33,7",0,0,0,0,40,1,1,2,0,"417,2","0,656","1,26","0,96",0,100,1
3/10/2016,32500,32452,1126,"82,5",0,0,"1,7",0,0,0,0,0,40,1,1,2,0,204,"0,321",1,1,0,100,0
3/3/2016,45500,45486,1111,"81,2",0,0,0,"35,7","11,4",0,0,0,40,1,"1,29",2,0,528,"0,83",1,1,0,100,0
3/13/2016,35900,35722,1126,75,0,0,0,0,0,0,0,0,40,0,1,2,0,"313,4","0,493","1,04",1,0,100,16
3/16/2016,56000,55908,1111,"225,8","74,5","76,8",0,"40,9",0,0,0,1,40,1,"1,037",3,0,609,"0,958","0,83","0,86",0,100,0
3/18/2016,75500,75458,1111,"150,9",0,0,0,"26,2","10,1",0,0,0,17,0,"1,282",3,0,517,"0,813",1,1,0,100,0
3/17/2016,27300,27300,1126,"78,4",0,0,0,"34,1",0,0,0,0,40,1,1,3,0,280,"0,44",1,1,1,100,0
3/5/2016,19700,19651,1126,"43,9",0,"40,5","6,5",0,"0,3",0,1,0,40,"0,5",1,2,0,181,"0,285",1,1,1,100,0
3/19/2016,54500,54188,1121,"105,9",0,"47,1",0,0,"57,7",0,1,0,40,0,1,2,0,245,"0,385","1,03","0,93",0,100,108
3/25/2016,23000,22973,1126,"66,2",0,0,"9,4",0,8,0,0,0,40,1,1,2,0,"235,2","0,37",1,1,0,100,0
3/21/2016,19000,19000,1126,"58,7",0,0,0,0,"1,5",0,0,0,40,1,1,2,0,303,"0,476",1,1,0,100,0
4/24/2016,29000,28954,1126,76,76,0,0,0,"2,5",0,0,0,40,0,1,2,0,223,"0,351",1,1,0,100,1
4/24/2016,29000,28972,1126,"70,8",0,0,0,0,"1,2",0,0,0,40,0,1,3,0,248,"0,39",1,1,0,100,1
4/27/2016,59500,59377,1125,"209,3",0,0,0,"32,2",0,0,1,0,33,0,1,5,0,414,"0,651","1,19","1,16",0,100,0
4/30/2016,51000,50246,1126,"83,7",0,0,0,44,"26,8",0,0,0,40,0,1,2,0,477,"0,75",1,1,0,100,0
5/1/2016,22000,22000,1126,48,48,0,0,0,"1,3",0,0,0,40,1,1,2,0,170,"0,267","1,02","1,11",0,100,0
5/8/2016,64000,63816,1125,"152,6",0,0,0,"26,2","8,8",0,1,0,17,0,1,3,0,442,"0,695",1,1,0,100,0
5/19/2016,25500,25410,1126,"83,7","83,7",0,0,0,0,0,0,0,40,0,1,3,0,296,"0,465","1,04",1,0,100,0
5/20/2016,53000,53000,1126,"141,4",0,0,0,"22,8","36,3",0,0,0,40,0,1,3,0,312,"0,491",1,1,0,100,0
5/22/2016,24800,24793,1126,"61,9","61,9",0,0,0,0,0,0,0,40,0,1,2,0,85,"0,134",1,1,0,100,108
5/22/2016,51000,50944,1121,"155,3",0,0,0,"24,6",0,0,0,1,40,0,1,4,0,222,"0,349","0,98","0,93",0,100,108
5/28/2016,63000,62813,1111,191,68,0,0,60,0,0,1,0,40,0,"1,036",5,0,602,"0,947","1,09","1,12",0,100,0
6/2/2016,50900,50552,1126,"150,5",0,"10,9",0,54,0,0,1,0,40,0,1,2,0,406,"0,638","1,09","1,11",0,100,0
6/2/2016,46500,46114,1121,"105,9",0,"47,1",0,0,"57,7",0,1,0,40,0,1,4,0,245,"0,385",1,"0,89",1,100,108
6/2/2016,38400,38157,1126,"118,8",0,0,0,0,"3,8",0,1,0,40,0,1,2,0,288,"0,453",1,1,0,100,0
5/22/2016,37500,37327,1126,"97,5",0,0,0,0,0,0,0,0,33,0,1,2,0,245,"0,385","1,26","1,11",0,100,0
6/12/2016,58000,57969,1111,"150,8",0,0,0,"35,4",0,0,1,0,40,0,"1,094",4,0,683,"1,074","0,98","0,89",0,100,0
6/26/2016,28000,27743,1126,"69,4",0,"69,4",0,0,0,0,0,0,40,0,1,2,0,281,"0,442","0,93",1,0,100,1
7/7/2016,41000,40744,1121,"85,1",0,0,0,0,0,0,0,0,25,0,1,2,0,162,"0,255","1,26","1,11",0,100,103
6/23/2016,39800,39409,1126,"85,6",0,0,0,"31,6",0,0,0,0,40,"0,5",1,2,0,307,"0,483","1,07","0,91",0,100,0
7/9/2016,25500,25226,1126,"71,5","71,5",0,0,0,"2,2",0,0,0,40,0,1,2,0,196,"0,308",1,1,0,100,0
7/13/2016,25000,24938,1126,"65,1","65,1",0,0,0,0,0,0,0,40,0,1,2,0,88,"0,138",1,1,0,100,108
7/13/2016,36500,36437,1126,"103,9",0,0,0,0,"3,8",0,0,0,40,0,1,2,0,216,"0,34",1,1,0,100,0
7/13/2016,51700,51655,1111,"86,6",0,0,0,"28,5",0,0,0,0,40,1,"1,021",2,0,572,"0,899","1,19",1,0,100,0
7/31/2016,23200,23194,1126,"48,2","48,2",0,0,0,"6,4",0,0,0,40,1,1,2,0,151,"0,237",1,1,0,100,0
6/30/2016,28700,28681,1126,"74,2","74,2",0,0,0,0,0,0,0,40,0,1,2,0,145,"0,228","1,15",1,0,100,0
8/28/2016,25000,24983,1126,"57,7","57,7",0,0,0,0,0,0,0,40,"0,5",1,2,0,136,"0,214","1,26","1,22",0,100,0
9/3/2016,39000,38669,1126,"80,2",0,0,0,"40,7",0,0,0,0,40,1,1,2,0,381,"0,599","1,02",1,0,100,0
9/11/2016,55500,54966,1126,"131,2",0,0,0,"41,2",0,0,0,0,40,0,1,2,0,332,"0,522",1,1,0,100,0
9/16/2016,36000,35839,1126,"97,4","97,4",0,0,0,"2,3",0,0,0,40,0,1,2,0,282,"0,443",1,1,0,100,0
10/2/2016,52000,51369,1126,"155,6",0,0,"17,1","27,2",0,0,1,0,40,0,1,4,0,"470,1","0,739",1,1,0,100,0
10/5/2016,42700,42637,1126,"79,9",0,0,0,32,"17,3",0,1,0,40,0,1,3,0,316,"0,497","0,86","0,96",0,100,0
10/12/2016,18500,18456,1126,"50,5","50,5",0,0,0,0,0,0,0,40,0,1,2,0,94,"0,148","0,93","0,89",0,100,0
10/13/2016,31700,31675,1126,"73,2","73,2",0,0,0,0,0,0,0,40,0,1,2,0,166,"0,261","1,04",1,0,100,0
10/21/2016,26000,26000,1126,"59,7",0,0,0,0,0,0,0,0,40,0,1,2,0,146,"0,23",1,"0,89",0,100,16
10/27/2016,74000,73427,1111,"227,3","32,4",0,0,"31,5",0,0,0,1,30,0,"1,232",5,0,404,"0,635","0,89",1,0,100,0
10/28/2016,54500,54421,1126,"165,3",0,0,"22,9",0,0,0,1,0,17,0,1,4,0,408,"0,642",1,1,0,100,0
11/5/2016,58500,56283,1121,139,0,0,0,20,"61,5",0,1,0,40,0,1,5,0,414,"0,651","0,97","0,89",0,100,108
11/13/2016,32500,31694,1126,86,86,0,0,0,"1,4",0,0,0,17,0,1,2,0,187,"0,294",1,1,0,100,0
11/17/2016,125000,124961,1111,"324,9","178,4",0,0,"25,3",0,0,1,0,40,0,"1,341",5,0,1215,"1,91","1,02","1,04",0,100,16
11/17/2016,48000,47979,1111,"98,3",0,0,0,"39,6",0,0,0,0,40,1,"1,178",2,0,533,"0,838","1,06","1,04",0,100,0
11/16/2016,75000,74953,1125,"165,4",0,0,0,"26,2","8,8",0,1,0,16,0,1,4,0,437,"0,687",1,1,0,100,0
11/3/2016,64000,63986,1121,"162,4",0,0,0,"21,3",0,0,0,0,40,0,1,2,0,538,"0,846","0,94","0,94",0,100,1
11/23/2016,33800,33701,1126,"84,2",0,"84,2",0,0,"5,4",0,0,0,40,0,1,2,0,184,"0,289","0,81",1,0,100,0
11/24/2016,30500,30481,1126,"73,2","73,2",0,0,0,0,0,0,0,40,1,1,2,0,164,"0,258",1,1,0,100,0
11/18/2016,27500,27496,1126,"59,9","59,9",0,0,0,"1,6",0,0,0,40,0,1,2,0,127,"0,2","1,09",1,0,100,0
11/27/2016,63000,62986,1121,"136,1",0,0,0,20,60,0,1,0,40,0,1,4,0,406,"0,638","0,99","0,89",0,100,108
11/27/2016,27900,27717,1126,"104,6","16,6",0,0,0,"15,1",0,1,0,40,"0,5",1,2,0,400,"0,629",1,1,1,100,0
11/27/2016,21500,21482,1126,"73,5","73,5",0,0,0,1,0,0,0,40,"0,5",1,2,0,230,"0,362",1,1,1,100,0
12/9/2016,37000,36935,1126,"97,2",0,0,"81,4",0,0,0,1,0,40,0,1,2,0,381,"0,599",1,1,0,100,0
12/16/2016,28000,27982,1126,"77,2","77,2",0,0,0,"1,7",0,0,0,40,1,1,2,0,174,"0,274",1,1,0,100,0
12/17/2016,67900,67900,1121,"157,8",0,0,0,"20,8",0,0,1,0,40,0,1,4,0,284,"0,447","1,07","0,91",0,100,108
12/15/2016,64900,64848,1126,"216,2",81,0,0,0,0,1,1,0,40,0,1,6,0,728,"1,145","1,01","1,03",0,100,0
12/29/2016,66000,65100,1121,"145,4",0,0,0,20,0,0,0,0,40,0,1,3,0,"1138,5","1,79","0,94","0,89",0,100,109
12/29/2016,21200,21164,1126,"44,5","44,5",0,0,0,"1,8",0,0,0,40,"0,5",1,2,0,147,"0,231",1,1,0,100,0
1/12/2017,62500,62500,1126,"166,9",0,0,22,"33,8",8,0,1,0,40,0,1,4,0,436,"0,686",1,1,0,100,0
1/18/2017,45300,45249,1121,94,0,0,0,0,0,0,0,0,26,0,1,2,0,176,"0,277","1,26","1,11",0,100,103
2/16/2017,76000,75425,1121,"141,3",0,0,0,"26,6","67,3",0,1,0,40,0,1,3,0,306,"0,481",1,"0,89",0,100,108
2/22/2017,103000,101866,1111,"229,2",0,0,0,"24,5",0,0,1,0,40,0,"1,021",4,0,702,"1,104","1,31","1,04",0,100,0
3/5/2017,32500,32486,1126,"91,2",0,0,0,0,0,0,0,0,40,1,1,2,0,270,"0,425",1,1,1,100,0
3/9/2017,69500,69399,1121,"212,5",0,"82,7",0,20,0,0,1,0,40,0,1,2,0,"602,6","0,947","0,88",1,0,100,109
3/9/2017,28700,28679,1126,"68,1","68,1",0,0,0,0,0,0,0,40,1,1,2,0,204,"0,321",1,"0,89",0,100,0
3/12/2017,28100,27546,1126,"52,6",0,0,0,0,0,0,0,0,40,1,1,2,0,197,"0,31","1,11","0,94",0,100,1
3/24/2017,34000,33977,1126,"65,9",0,"65,9","3,7",0,"4,8",0,0,0,40,1,1,2,0,220,"0,346",1,1,0,100,0
4/7/2017,47000,46912,1126,"96,9",0,0,0,0,"12,1",0,0,0,40,0,1,2,0,371,"0,583",1,1,0,100,0
4/12/2017,56900,56767,1126,"133,9",0,0,0,0,51,0,0,0,40,0,1,2,0,328,"0,516",1,1,0,100,0
4/9/2017,58000,57986,1121,"107,4",0,"47,7",0,0,"58,6",0,1,0,40,0,1,3,0,360,"0,566",1,"0,89",0,100,108
3/19/2017,102000,100643,1111,"249,5","96,3",0,0,20,0,0,1,0,40,0,"1,206",6,0,842,"1,324","0,98","0,89",0,100,16
4/27/2017,31000,30807,1126,"77,3",0,"5,7",0,0,0,0,1,0,40,0,1,2,0,312,"0,491","0,89","0,94",0,100,0
4/27/2017,47500,47236,1126,"99,8","24,6",0,0,40,0,0,1,0,40,0,1,2,0,345,"0,542","0,81","0,96",0,100,0
4/23/2017,36900,36871,1126,"83,1","83,1",0,0,0,"2,2",0,0,0,40,0,1,2,0,150,"0,236",1,1,0,100,0
4/29/2017,69900,69595,1111,144,72,0,0,"26,7",0,0,1,0,40,0,"1,002",3,0,518,"0,814",1,"0,96",0,100,0
4/29/2017,56000,54008,1121,"145,6",0,0,0,20,0,0,0,0,40,0,1,3,0,"1139,8","1,792","1,11","0,89",0,100,109
5/18/2017,128000,121564,1111,"231,2","115,6",0,0,"33,6",0,0,1,0,40,0,"1,016",4,0,822,"1,292","1,09",1,0,100,0
6/1/2017,38500,37759,1126,"72,6",0,"72,6",0,"28,8","29,7",0,0,0,40,0,1,2,0,316,"0,497",1,1,0,100,0
6/11/2017,64700,64623,1111,"173,9","78,6","16,7",0,"29,6",0,0,0,1,40,"0,5","1,182",3,0,618,"0,972","0,95","1,01",0,100,0
6/28/2017,77000,76370,1111,"162,1","60,7",0,0,"38,4",0,0,1,0,40,1,"1,171",4,0,716,"1,126",1,1,0,100,1
7/16/2017,66500,65939,1121,"155,5","60,1","41,7","3,3",0,0,0,0,1,40,0,1,2,0,245,"0,385",1,1,0,100,108
7/2/2017,26400,26369,1126,"49,5","49,5",0,0,0,"0,9",0,0,0,40,1,1,2,0,"122,8","0,193",1,1,0,100,0
7/23/2017,38700,38656,1126,"91,9","91,9",0,0,0,"4,8",0,0,0,40,1,1,2,0,275,"0,432","1,02","0,94",0,100,0
7/14/2017,25500,25486,1126,"65,4",0,0,0,0,0,0,0,0,40,1,1,2,0,272,"0,428",1,1,0,100,0
7/16/2017,120000,118965,1111,"215,4",0,"102,2",0,"35,8",0,0,1,0,40,0,"1,204",4,0,780,"1,226","1,24","1,06",0,100,0
7/28/2017,48000,47946,1121,"85,1",0,0,0,0,0,0,0,0,26,0,1,2,0,162,"0,255","1,26","1,11",0,100,103
8/2/2017,72000,71696,1111,"179,5","50,9","57,7",0,"30,1",0,1,1,0,40,1,"1,178",6,0,614,"0,965","0,98",1,0,100,0
6/23/2017,96000,95314,1125,"228,8",154,0,0,"25,9",0,0,1,0,40,0,1,6,0,419,"0,659","0,97","1,07",0,100,16
8/10/2017,41000,40965,1126,"87,8","87,8",0,0,0,0,0,0,0,40,0,1,2,0,218,"0,343",1,1,0,100,0
8/17/2017,26000,26000,1126,"53,3","53,3",0,0,0,"3,9",0,0,0,40,0,1,2,0,77,"0,121",1,1,0,100,108
8/19/2017,56000,55304,1111,"118,7","38,1",0,0,32,0,0,1,0,40,0,"1,1",4,0,533,"0,838","1,02","0,96",0,100,0
8/23/2017,61600,61383,1111,"108,6",0,0,0,"26,9",19,0,0,0,40,1,"1,174",4,0,533,"0,838","0,96","1,08",0,100,0
8/24/2017,69700,69590,1125,"161,7",0,0,0,"21,6",0,0,0,0,40,0,1,3,0,577,"0,907","0,94",1,0,100,0
8/26/2017,62100,61256,1121,"138,2","40,5","43,4",0,0,0,1,1,0,40,0,1,4,0,360,"0,566","1,01",1,0,100,108
9/1/2017,34900,34886,1126,"72,3","72,3",0,0,0,4,0,0,0,40,0,1,2,0,158,"0,248",1,1,0,100,0
8/31/2017,58000,57812,1126,"108,1",0,0,"20,1","34,1",19,0,1,0,40,0,1,4,0,420,"0,66",1,1,0,100,0
9/8/2017,66000,65613,1111,"139,7","43,3",0,0,0,0,0,1,0,40,1,"1,13",3,0,609,"0,958","0,89","0,94",0,100,0
9/9/2017,60000,60000,1126,"132,9",0,"132,9",0,"39,5",12,0,0,0,40,0,1,3,0,266,"0,418",1,1,0,100,0
8/25/2017,43600,43571,1126,"102,7",0,0,0,0,0,0,0,0,40,0,1,2,0,238,"0,374",1,1,0,100,0
9/10/2017,50000,49964,1121,"142,1",46,0,0,0,0,0,0,1,40,0,1,3,0,188,"0,296",1,1,0,100,0
9/22/2017,56000,55859,1126,"131,5",0,"56,1",0,0,0,0,1,0,40,0,1,4,0,228,"0,358","0,99","0,94",0,100,0
9/23/2017,29900,29854,1126,"56,8",0,0,0,0,"7,5",0,0,0,40,1,1,2,0,279,"0,439",1,"1,19",0,100,0
8/26/2017,27000,27000,1126,"69,3","69,3",0,0,0,1,0,0,0,40,"0,5",1,2,0,223,"0,351","1,17","0,94",1,100,1
9/29/2017,77000,76865,1121,"141,3",0,0,0,26,"67,3",0,1,0,40,0,1,4,0,306,"0,481",1,"0,89",0,100,108
10/6/2017,64800,64766,1111,"127,6","63,8",0,0,"41,5",0,0,1,0,40,"0,5","1,002",3,0,540,"0,849","0,91","0,96",0,100,0
10/6/2017,54000,53990,1126,"101,4",0,0,0,0,"3,4",0,0,0,40,0,1,2,0,397,"0,624",1,1,0,100,0
10/12/2017,108000,106722,1111,"209,8",0,0,0,22,0,0,1,0,40,0,"1,133",4,0,840,"1,321","0,96",1,0,100,16
10/21/2017,91000,88916,1111,"153,1",0,0,0,0,"60,2",0,0,0,40,0,"1,259",4,0,784,"1,233","1,13","0,89",0,100,16
10/22/2017,41000,40979,1126,"76,5",0,0,0,0,23,0,0,0,40,0,1,2,0,286,"0,45",1,1,0,100,0
10/26/2017,75900,75562,1121,164,0,0,0,"23,3",0,0,1,0,30,0,1,4,0,361,"0,568","1,11",1,0,100,108
10/22/2017,36000,35962,1126,"60,5",0,0,0,0,"13,6",0,0,0,40,"0,5",1,2,0,"253,3","0,398",1,1,0,100,0
11/3/2017,62500,62461,1126,"138,6",0,0,0,"25,8",0,0,1,0,40,0,1,3,0,235,"0,369","1,02","0,99",0,100,108
11/2/2017,75000,67500,1121,"212,5",0,"82,7",0,20,0,0,1,0,40,0,1,3,0,"602,6","0,947","1,02","1,11",0,100,109
11/5/2017,87200,86930,1125,"220,3",99,"22,3",0,0,0,0,0,1,40,0,1,4,0,472,"0,742","0,93","1,06",0,100,0
11/5/2017,97000,96916,1111,"145,7",0,0,0,"24,7","108,7",0,0,0,40,0,"1,073",4,0,864,"1,358","1,13","0,89",0,100,16
11/11/2017,38500,38486,1126,"85,1",0,"85,1","6,3",0,0,0,0,0,40,1,1,2,0,260,"0,409",1,1,0,100,0
11/12/2017,85000,85000,1111,"215,6","114,3",0,0,27,"1,2",0,1,0,40,0,"1,281",4,0,840,"1,321",1,1,0,100,16
11/25/2017,55400,55353,1126,"125,5",0,0,0,0,0,0,0,0,17,0,1,2,0,291,"0,458",1,1,0,100,0
11/25/2017,91000,88290,1125,"234,5",0,0,0,"26,5",0,0,1,0,34,0,1,5,0,363,"0,571","1,22","1,22",0,100,0
12/8/2017,68100,67864,1126,"116,9",0,0,0,"15,9","30,7",0,0,0,40,0,1,2,0,"242,2","0,381",1,1,0,100,0
12/14/2017,31000,27900,1126,"54,5",0,"54,5",0,0,"7,5",0,0,0,40,1,1,2,0,245,"0,385","1,04","1,19",0,100,0
12/14/2017,67000,63900,1126,"182,2",0,"85,3","10,6","38,2",0,0,1,0,40,1,1,3,0,335,"0,527",1,1,0,100,0
12/15/2017,63500,63029,1121,"163,6","57,7","47,1",0,0,0,0,0,1,40,0,1,4,0,245,"0,385","1,01",1,0,100,108
12/14/2017,90000,89972,1111,"229,8",131,0,0,28,0,0,1,0,40,0,"1,167",4,0,840,"1,321","1,12",1,0,100,16
12/16/2017,29000,28993,1126,"64,9","64,9",0,0,0,0,0,0,0,40,0,1,2,0,163,"0,256",1,1,0,100,0
12/17/2017,36000,35376,1126,"87,9",0,0,0,0,"10,8",0,0,0,40,0,1,2,0,384,"0,604",1,1,0,100,0
12/30/2017,94500,93458,1125,"190,4",0,0,0,24,0,0,1,0,32,0,1,6,0,404,"0,635","1,15","1,07",0,100,0
12/30/2017,44900,40410,1126,"102,6",0,0,"1,7",0,0,0,0,0,40,1,1,2,0,263,"0,414",1,1,0,100,0
1/7/2018,24500,24500,1126,"77,6","77,6",0,0,0,"13,5",0,0,0,40,0,1,2,0,232,"0,365",1,1,0,100,0
1/11/2018,28000,28000,1126,"53,6","53,6",0,0,0,"1,2",0,0,0,40,0,1,2,0,215,"0,338",1,"0,94",0,100,0
1/31/2018,120000,116970,1111,"294,5","144,5",0,0,"36,1",0,0,1,0,40,0,"1,156",6,0,877,"1,379","1,02","1,19",0,100,16
12/8/2017,75500,74074,1125,"196,2",83,0,0,20,0,1,0,0,40,0,1,4,0,542,"0,852","1,05",1,0,100,0
2/16/2018,70000,69138,1125,"158,3",0,0,0,0,13,0,1,0,40,0,1,3,0,438,"0,689","0,99","0,89",0,100,0
2/17/2018,54900,54769,1126,"73,4",0,0,"13,4",28,"16,1",0,0,0,40,0,1,2,0,221,"0,347",1,1,0,100,0
2/21/2018,54000,53855,1125,"131,8",0,"16,9","39,5",0,0,0,1,0,40,1,1,3,0,513,"0,807",1,1,1,100,0
3/3/2018,26400,26390,1126,"43,9",0,"40,5","6,5",0,"0,3",0,1,0,40,"0,5",1,2,0,181,"0,285",1,1,0,100,0
3/15/2018,58000,57854,1126,"95,3",0,0,"5,3",0,0,0,1,0,40,1,1,2,0,286,"0,45",1,1,0,100,0
3/11/2018,31000,30923,1126,"65,7",0,0,0,0,"6,7",0,0,0,40,1,1,2,0,195,"0,307",1,1,0,100,0
3/17/2018,60000,59674,1126,"137,1",0,"42,1","30,7",0,"8,6",0,1,0,40,0,1,3,0,422,"0,664",1,1,0,100,0
3/24/2018,36000,35932,1126,"73,3",0,0,"0,8",0,0,0,0,0,40,1,1,2,0,218,"0,343",1,1,0,100,0
3/28/2018,58000,56621,1125,"169,4",0,0,0,0,"13,1",0,1,0,40,0,1,5,0,355,"0,558",1,1,0,100,0
3/28/2018,27600,27582,1126,"61,9","61,9",0,0,0,0,0,0,0,40,0,1,2,0,85,"0,134",1,1,0,100,108
3/22/2018,36500,36171,1126,"65,9",0,"65,9","3,7",0,"4,8",0,0,0,40,1,1,2,0,220,"0,346",1,1,0,100,0
4/8/2018,30400,30354,1126,"54,5",0,"54,5",0,0,"7,5",0,0,0,40,1,1,2,0,245,"0,385","1,04","1,19",0,100,0
4/11/2018,53500,52913,1121,"85,1",0,0,0,0,0,0,0,0,27,0,1,2,0,162,"0,255","1,26","1,11",0,100,103
4/14/2018,39900,39823,1126,86,86,0,0,0,"1,4",0,0,0,19,0,1,2,0,187,"0,294",1,1,0,100,0
4/19/2018,72000,71882,1121,139,0,0,0,20,"41,5",0,1,0,40,0,1,4,0,378,"0,594","0,97","0,89",0,100,108
4/22/2018,29000,28962,1126,"61,9","61,9",0,0,0,0,0,0,0,40,0,1,2,0,85,"0,134",1,1,0,100,108
5/4/2018,91900,91391,1111,"219,8",0,0,"0,8",0,"57,9",0,1,0,40,1,"1,151",5,0,627,"0,986",1,1,0,100,0
5/12/2018,73400,73117,1111,"151,4",0,0,0,"33,2",0,0,0,0,40,0,"1,178",4,0,863,"1,357",1,"0,92",0,100,0
5/19/2018,92000,90584,1111,"257,6","90,3",0,0,"36,2",0,1,1,0,40,0,"1,052",6,0,609,"0,958","0,95","0,93",0,100,0
5/27/2018,35000,34954,1126,"70,8",0,"70,8","14,3",0,0,0,0,0,40,1,1,2,0,211,"0,332",1,1,0,100,0
6/1/2018,37500,37488,1126,"79,3","79,3",0,0,0,"4,2",0,0,0,40,0,1,3,0,232,"0,365","0,96",1,0,100,0
6/3/2018,72500,72334,1126,"153,1",0,"64,2",0,"39,8","1,4",0,1,0,40,0,1,4,0,444,"0,698",1,"1,07",0,100,0
6/2/2018,48500,48438,1126,"102,6",0,0,"1,7",0,0,0,0,0,40,1,1,2,0,263,"0,414",1,1,0,100,0
